п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"134610";"ИП  Селин Сергей Викторович (Салон красоты «Цирюльникъ»)";"Москва г, Семеновская наб, дом 3/1, корпус 5";"Одинцово";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.7640012";"37.7899804";"07.03.2025";"https://durnovcev2000.kaiten.ru/31422641"
"83236";"ЗАО ""МПО Электромонтаж"" офис и склад";"г. Москва, Аминьевское ш., д.32";"Одинцово";"Аллигатор";"-";"КВ";"55.7196984";"37.451619";"07.03.2025";"https://durnovcev2000.kaiten.ru/33680617"
"133156";"ИП Хашиева Тамара Османовна/Кафе Surf Coffee x Highway";"Москва г, Ленинградский пр-кт, дом 66";"Одинцово";"Гранит";"Кузнецов М.А.";"КВ";"55.8027299";"37.5259006";"07.03.2025";"https://durnovcev2000.kaiten.ru/33681358"
"ТО-№ 406ТБ";"ИП Аввакумов Ю.С. (ИП Кулаковская Т.С.) (Кафе ""UP SUSHI"")";"Москва г, Поляны ул, дом № 5А, корпус 1, помещение 21";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.5630103";"37.5562472";"07.03.2025";"https://durnovcev2000.kaiten.ru/32511071"
"7703";"ИП Алиев Захид, TODA PIZZA";"Москва г, Саларьевская ул, дом № 11";"Одинцово";"Технологии Безопасности";"Дурновцев Н.Н.";"КВ";"55.6182318";"37.4148562";"07.03.2025";"https://durnovcev2000.kaiten.ru/32511002"
"133041";"ИП Козлов Алексей Сергеевич/пункт выдачи OZON";"Московская обл, Одинцовский р-н, Новоивановское рп, бульвар Эйнштейна, дом 1";"Одинцово";"Гранит";"Дубовик А.С.";"КВ";"55.7018101";"37.3611094";"06.03.2025";"https://durnovcev2000.kaiten.ru/32511616"
"133137";"ИП Пашин Николай Дмитриевич/Магазин разливных напитков Ballon";"Московская обл, Одинцовский р-н, Новоивановское рп, бульвар Эйнштейна, дом 1";"Одинцово";"Гранит";"Дубовик А.С.";"КВ";"55.7018101";"37.3611094";"06.03.2025";"https://durnovcev2000.kaiten.ru/32511643"
"ТО№539ТБ";"ИП Сизова Анастасия Николаевна/кофейня Lavendiya";"Одинцовский р-н, раб. пос. Новоивановское, бульвар Эйнштейна, 4";"Одинцово";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.7018101";"37.3611094";"06.03.2025";"https://durnovcev2000.kaiten.ru/32511614"
"131881";"ООО ""Аджента""/ аптека Планета Здоровья";"Москва г, Туристская ул, дом № 13, корпус 2";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8536284";"37.4210115";"06.03.2025";"https://durnovcev2000.kaiten.ru/33681343"
"ТО-1188";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Москва г, Яна Райниса б-р, дом 2, корпус 1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.851098";"37.4346279";"06.03.2025";"https://durnovcev2000.kaiten.ru/33681101"
"90190";"ООО ""Фанагория-РС"" (магазин ""Вина Фанагории"")";"г.Москва, ул. Большая Серпуховская 31/11";"Одинцово";"Гранит";"Фомичева";"М";"55.722685";"37.627544";"06.03.2025";"https://durnovcev2000.kaiten.ru/33814810"
"93100";"Планета здоровья";"Москва , Открытое Шоссе 5к13";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.7484383";"37.70357000000001";"06.03.2025";"https://durnovcev2000.kaiten.ru/31420637"
"138326";"ИП ФЕДЫНСКАЯ М.В./ Пекарня « Буханка";"Одинцово, ул Сколковская, д. 3А";"Одинцово";"Технологии Безопасности";"Ткаченко В.Н.";"КВ";"55.6964503";"37.3221494";"06.03.2025";"https://durnovcev2000.kaiten.ru/32511657"
"№ 1162ТБ";"ООО «Азбука Строй»/Спа салон";"р. п. Новоивановское, бульвар Энштейна, 4";"Одинцово";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.7018101";"37.3611094";"06.03.2025";"https://durnovcev2000.kaiten.ru/45204311"
"137323";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва г, ул Вильнюсская, д. 6";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.604132";"37.521315";"05.03.2025";"https://durnovcev2000.kaiten.ru/32935467"
"ТО-66";"ООО «Мезальянс»/Клиника «Инвитро»";"Москва Рязанский проспект, д. 93, к. 2";"Одинцово";"Гранит";"Чиграй А.С.";"КВ";"55.715719";"37.809168";"05.03.2025";"https://durnovcev2000.kaiten.ru/31421696"
"133854";"ООО «РЕСУРС» (Гастроном на Кутузовском)";"Москва г, Кутузовский пр-кт, дом 45";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.73702789999999";"37.5241968";"05.03.2025";"https://durnovcev2000.kaiten.ru/33680070"
"ТО-2236";"ООО ""ОСТЕОДОНТИКС ГРУПП"", Стоматологическая клиника";"г.Москва, ул.1812 года, д.9";"Одинцово";"Технологии Безопасности";"Супонников М.С.";"КВ";"55.73894170000001";"37.5210339";"05.03.2025";"https://durnovcev2000.kaiten.ru/33681407"
"39135";"ООО Магазин Авоська два";"Москва, Рублевское щоссе 99 корп 1";"Одинцово";"Аллигатор";"Певзнер Ю.А.";"КВ";"55.7512949";"37.4083592";"05.03.2025";"https://durnovcev2000.kaiten.ru/33680867"
"132337";"НИКА ЕФАРМ ООО > ЛОМБАРД А01 ООО";"г. Москва, ул. Ярцевская, д. 32, пом. V";"Одинцово";"Гранит";"Мозговой И.В.";"КВ";"55.7413239";"37.4177733";"05.03.2025";"https://durnovcev2000.kaiten.ru/33681383"
"1180";"Аптека ""Планета Здоровья""";"г. Москва, ул. 2-я Владимирская д. 32к1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.752055";"37.783392";"05.03.2025";"https://durnovcev2000.kaiten.ru/31420366"
"138527";"ИП Банникова Елена Викторовна / Магазин: «VeroVikaкорейская косметика»";"Москва, Сервантеса, дом 1, корп.3";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.59098419999999";"37.4568715";"05.03.2025";"https://durnovcev2000.kaiten.ru/42964168"
"138518";"ООО «Система»/Пекарня Буханка";"п Коммунарка, ул Александры Монаховой, д. 23";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.5432309";"37.4874427";"05.03.2025";"https://durnovcev2000.kaiten.ru/42912208"
"136788";"ИП Суханов Вячеслав Валерьевич / Бар «Крафт Мафия»";"Москва ул Архитектора Щусева, д. 1";"Одинцово";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.6997643";"37.6370168";"04.03.2025";"https://durnovcev2000.kaiten.ru/33814856"
"131259";"ИП Зырянов Александр Викторович (Пекарня «Буханка»)";"Московская обл, Ленинский р-н, Видное г, Зеленые аллеи б-р, дом № 17, помещение 843";"Одинцово";"Гранит";"Калиниченко А.С.";"КВ";"55.5593853";"37.7042699";"04.03.2025";"https://durnovcev2000.kaiten.ru/32511056"
"132313";"ООО «ПРОФИНВЕСТ-3» (Гастромаркет «ЕДА»)";"Москва г, Трифоновская ул, дом № 56";"Одинцово";"Гранит";"Христенко Е.А.";"КВ";"55.7887181";"37.6223634";"04.03.2025";"https://durnovcev2000.kaiten.ru/32562817"
"39049";"ООО «МедЛаб» Медицинский Центр “ГЕМОТЕСТ”";"МО., г. Видное, ул. Советская, дом 19 А, 1 этаж";"Одинцово";"Гранит";"Христенко Е.А.";"КВ";"55.55104550000001";"37.7131766";"04.03.2025";"https://durnovcev2000.kaiten.ru/32511065"
"ТО№ 593ТБ";"ИП Кустов Дмитрий Александрович (ПВЗ «ОЗОН»)";"Московская обл, Ленинский р-н, Видное г, Битцевский проезд, дом 15, помещение 1";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.5420198";"37.708859";"04.03.2025";"https://durnovcev2000.kaiten.ru/32511069"
"91857";"ИП Михеева Светлана Александровна Пекарня ""Буханка""";"МО г. Видное, ул. Ольховая д. 4";"Одинцово";"Гранит";"Сергеев Н.Р.";"КВ";"55.5445441";"37.7227297";"04.03.2025";"https://durnovcev2000.kaiten.ru/32511074"
"1431";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо ТЦ Курс";"Московская обл, Ленинский р-н, Видное г, Солнечный мкр, дом 10";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5517835";"37.7025042";"04.03.2025";"https://durnovcev2000.kaiten.ru/32511098"
"132779";"ООО ""ЗДОРОВЬЕ""/Аптека Планета Здоровья";"Московская обл, Ленинский р-н, Видное г, Советская ул, дом № 1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5515118";"37.7065468";"04.03.2025";"https://durnovcev2000.kaiten.ru/32511100"
"137034";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, г Видное, пр-кт Ленинского Комсомола, д. 46Б";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5461527";"37.7085069";"04.03.2025";"https://durnovcev2000.kaiten.ru/32519871"
"ТО-1474";"ООО «Норман»/Авокадо";"г. Москва, ул. Смольная, д.47";"Одинцово";"Гранит";"Моторин А.В.";"КВ";"55.862547";"37.477776";"19.02.2025";"https://durnovcev2000.kaiten.ru/33681430"
"132695";"Шатохин Анатолий Федорович г. В (магазин BStatement)";"Москва ул Лесная 10";"Одинцово";"Гранит";"Михно С.С.";"КВ";"55.7788414";"37.5894099";"15.02.2025";"https://durnovcev2000.kaiten.ru/32562771"
"133256";"Аптека ""Планета здоровья""";"Московская обл, Красногорск г, Опалиха мкр, Серебряный б -р, дом 4";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.82938919999999";"37.2368499";"12.02.2025";"https://durnovcev2000.kaiten.ru/32513797"
"130151";"ООО «Молекулярная диагностика» Медицинский офис CMD";"МО, г. Химки, пр-кт Мельникова, д.37, пом.2";"Одинцово";"Гранит";"Мозговой И.В.";"КВ";"55.9084731";"37.3947829";"10.02.2025";"https://durnovcev2000.kaiten.ru/33680495"
"№ 1138ТБ";"ИП Бескрайняя Елена Сергеевна / Массажный Салон «2/4 Bar Body Studio»";"Москва г, пр-кт Олимпийский, д. 12";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7779329";"37.6222028";"05.02.2025";"https://durnovcev2000.kaiten.ru/43548766"
"132806";"ООО «Восход»/Пекарня Буханка";"Москва г, ул Мневники дом   5";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.77278";"37.4971419";"05.02.2025";"https://durnovcev2000.kaiten.ru/33129767"
"№ 1072ТБ";"ООО ""ТОТАЛМЕД""/Медицинские анализы";"Балашиха, ул Ляхова д. 5";"Одинцово";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.748366";"37.988972";"04.02.2025";"https://durnovcev2000.kaiten.ru/44937643"
"130290";"Аптека Фармат";"Московская обл, Лобня г, Краснополянская ул 28Д";"Одинцово";"Технологии Безопасности";"Моторин А.В.";"КВ";"56.024605";"37.423004";"03.02.2025";"https://durnovcev2000.kaiten.ru/33680222"
"132060";"ООО ""Здравник""/Аптека Планета Здоровья";"Московская обл, Химки г, Ленинский пр-кт, дом № 37";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9037642";"37.465386";"03.02.2025";"https://durnovcev2000.kaiten.ru/33680193"
"132584";"ООО ""Аджента""/ аптека Планета Здоровья";"Долгопрудный г, Долгопрудная аллея, дом № 14, корпус 3";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.941844";"37.524992";"03.02.2025";"https://durnovcev2000.kaiten.ru/33681444"
"137475";"ИП Потыльчак Елена Андреевна (Детский сад Kinder Academy)";"Московская область, г. Химки, коттеджный посёлок Золотая Арка, д. 501";"Одинцово";"Технологии Безопасности";"Сафин М.С.";"КВ";"55.9498826";"37.446086";"03.02.2025";"https://durnovcev2000.kaiten.ru/33680722"
"134761";"ИП Лапаева Вера Сергеевна/Пекарня Буханка";"Одинцовский р-н, д. Раздоры, ул. Липовой рощи, 6";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7990425";"37.3792045";"29.01.2025";"https://durnovcev2000.kaiten.ru/33680115"
